crash_date,crash_time,borough,zip_code,latitude,longitude,location,on_street_name,off_street_name,cross_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,collision_id,vehicle_type_code1,vehicle_type_code2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5
2017-04-17T00:00:00.000,10:14,,,40.72952,-74.00514,"(40.72952, -74.00514)",7 AVENUE SOUTH                  ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3653183,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-05-04T00:00:00.000,8:30,,,40.82733,-73.8498,"(40.82733, -73.8498)",BRUCKNER EXPRESSWAY             ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3663357,Station Wagon/Sport Utility Vehicle,Van,,,
2017-05-01T00:00:00.000,7:30,BROOKLYN,11234,40.63413,-73.928505,"(40.63413, -73.928505)",KINGS HIGHWAY                   ,UTICA AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3662020,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-05-08T00:00:00.000,13:50,BROOKLYN,11217,40.68097,-73.98364,"(40.68097, -73.98364)",,,169       3 AVENUE                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3665939,Tractor Truck Diesel,,,,
2017-05-01T00:00:00.000,17:00,,,40.724495,-73.72469,"(40.724495, -73.72469)",CROSS ISLAND PARKWAY            ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3661619,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-20T00:00:00.000,8:00,,,40.655895,-74.00591,"(40.655895, -74.00591)",GOWANUS EXPY (BQE)              ,,,0,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,4024231,Taxi,Box Truck,,,
2017-05-08T00:00:00.000,9:20,QUEENS,11372,40.749527,-73.88332,"(40.749527, -73.88332)",,,37-03     83 STREET                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3665639,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-04-20T00:00:00.000,8:20,,,40.708324,-73.84314,"(40.708324, -73.84314)",JACKIE ROBINSON PKWY            ,,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3654044,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-29T00:00:00.000,23:30,,,40.628567,-73.888794,"(40.628567, -73.888794)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3660147,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-20T00:00:00.000,9:25,,,40.855972,-73.869896,"(40.855972, -73.869896)",BOSTON ROAD                     ,BRONX PARK EAST,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3654336,Sedan,Sedan,,,
2017-04-27T00:00:00.000,13:00,QUEENS,11379,40.713947,-73.88422,"(40.713947, -73.88422)",71 STREET                       ,66 ROAD,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3659011,Sedan,Sedan,,,
2017-04-21T00:00:00.000,13:50,BRONX,10460,40.837864,-73.86356,"(40.837864, -73.86356)",WHITE PLAINS ROAD               ,ARCHER STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3654925,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
2017-05-09T00:00:00.000,13:50,QUEENS,11419,40.686234,-73.82418,"(40.686234, -73.82418)",LEFFERTS BOULEVARD              ,LIBERTY AVENUE,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3666225,Box Truck,Pick-up Truck,,,
2017-05-02T00:00:00.000,14:00,BROOKLYN,11205,40.698677,-73.95886,"(40.698677, -73.95886)",FRANKLIN AVENUE                 ,FLUSHING AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3662243,Sedan,Sedan,,,
2017-04-26T00:00:00.000,18:20,BRONX,10468,40.861347,-73.897736,"(40.861347, -73.897736)",GRAND CONCOURSE                 ,EAST 188 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3658227,Sedan,Sedan,,,
2017-04-25T00:00:00.000,5:40,MANHATTAN,10013,40.72135,-74.00465,"(40.72135, -74.00465)",CANAL STREET                    ,WEST BROADWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3658511,Pick-up Truck,Box Truck,,,
2017-05-05T00:00:00.000,10:44,QUEENS,11416,40.686646,-73.849075,"(40.686646, -73.849075)",95 AVENUE                       ,93 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3663809,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-05-08T00:00:00.000,7:00,BRONX,10456,40.83404,-73.89963,"(40.83404, -73.89963)",,,630       EAST 170 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3666080,Sedan,,,,
2017-04-20T00:00:00.000,0:00,BRONX,10456,40.827347,-73.90739,"(40.827347, -73.90739)",,,3380      3 AVENUE                      ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Pavement Slippery,,,,3655392,Sedan,Bike,,,
2017-05-03T00:00:00.000,8:59,BROOKLYN,11207,40.674114,-73.88975,"(40.674114, -73.88975)",GLENMORE AVENUE                 ,HENDRIX STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3662194,Ambulance,Sedan,,,
2017-05-10T00:00:00.000,8:30,,,40.73715,-73.930824,"(40.73715, -73.930824)",BORDEN AVENUE                   ,GREENPOINT AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3667688,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-04-20T00:00:00.000,13:00,,,40.738796,-73.97716,"(40.738796, -73.97716)",1 AVENUE                        ,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3660181,Sedan,Sedan,,,
2017-04-30T00:00:00.000,4:15,BRONX,10472,40.83265,-73.86366,"(40.83265, -73.86366)",WESTCHESTER AVENUE              ,LELAND AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3660643,Sedan,Sedan,,,
2017-04-20T00:00:00.000,0:51,QUEENS,11101,40.75201,-73.93016,"(40.75201, -73.93016)",NORTHERN BOULEVARD              ,34 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unsafe Lane Changing,,,,3653937,Sedan,Sedan,,,
2017-04-30T00:00:00.000,12:30,BRONX,10469,40.866096,-73.83785,"(40.866096, -73.83785)",EAST GUN HILL ROAD              ,TIEMANN AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3659946,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-21T00:00:00.000,13:56,MANHATTAN,10001,40.746956,-73.98692,"(40.746956, -73.98692)",,,19        WEST 31 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3655505,Sedan,Sedan,,,
2017-05-05T00:00:00.000,14:10,QUEENS,11422,40.636112,-73.7403,"(40.636112, -73.7403)",ROCKAWAY BOULEVARD              ,MEYER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3663828,Sedan,Sedan,,,
2017-04-21T00:00:00.000,7:35,BROOKLYN,11235,40.58416,-73.95268,"(40.58416, -73.95268)",BAY COURT                       ,EAST 16 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3655473,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-04-18T00:00:00.000,11:00,,,40.76211,-73.96016,"(40.76211, -73.96016)",EAST 63 STREET                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3653986,Station Wagon/Sport Utility Vehicle,,,,
2019-06-25T00:00:00.000,19:00,,,,,,BROOKLYN QUEENS EXPRESSWAY W/B  ,BULOVA AVENUE,,0,0,0,0,0,0,0,0,Steering Failure,Unspecified,,,,4159320,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-05-07T00:00:00.000,19:15,,,40.691914,-73.88363,"(40.691914, -73.88363)",JACKIE ROBINSON PKWY            ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3665507,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-05-08T00:00:00.000,17:57,QUEENS,11429,40.710938,-73.74355,"(40.710938, -73.74355)",,,106-16    215 STREET                    ,0,0,0,0,0,0,0,0,Driver Inexperience,,,,,3666016,Sedan,,,,
2017-04-25T00:00:00.000,9:09,STATEN ISLAND,10312,40.529263,-74.18986,"(40.529263, -74.18986)",HUGUENOT AVENUE                 ,DEISIUS STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3658155,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-24T00:00:00.000,12:20,MANHATTAN,10007,40.715984,-74.010254,"(40.715984, -74.010254)",,,157       CHAMBERS STREET               ,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3656918,Box Truck,Sedan,,,
2017-04-22T00:00:00.000,12:20,,,40.73177,-73.866714,"(40.73177, -73.866714)",QUEENS BOULEVARD                ,62 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3655215,Sedan,Pick-up Truck,,,
2017-05-08T00:00:00.000,17:30,,,40.73251,-73.857056,"(40.73251, -73.857056)",99 STREET                       ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3665965,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-05-06T00:00:00.000,16:23,,,40.77855,-73.925674,"(40.77855, -73.925674)",TRIBOROUGH BRIDGE               ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3666670,Sedan,,,,
2017-05-06T00:00:00.000,16:34,BROOKLYN,11231,40.67236,-74.01123,"(40.67236, -74.01123)",,,1         BEARD STREET                  ,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,3664425,Sedan,,,,
2017-04-28T00:00:00.000,18:15,BROOKLYN,11236,40.63132,-73.902336,"(40.63132, -73.902336)",EAST 85 STREET                  ,AVENUE M,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3660073,Sedan,Pick-up Truck,,,
2017-05-03T00:00:00.000,18:20,BRONX,10459,40.820984,-73.891624,"(40.820984, -73.891624)",EAST 163 STREET                 ,SOUTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3663905,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-05-05T00:00:00.000,17:00,QUEENS,11434,40.65616,-73.76736,"(40.65616, -73.76736)",BREWER BOULEVARD                ,ROCKAWAY BOULEVARD,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3663917,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-05-04T00:00:00.000,8:35,,,40.718254,-73.88815,"(40.718254, -73.88815)",69 PLACE                        ,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3662998,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-05-03T00:00:00.000,16:15,BRONX,10462,40.84772,-73.86704,"(40.84772, -73.86704)",,,1907      WHITE PLAINS ROAD             ,1,0,0,0,0,0,1,0,Other Vehicular,Aggressive Driving/Road Rage,Unspecified,,,3662923,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-19T00:00:00.000,8:00,,,40.76732,-73.92231,"(40.76732, -73.92231)",30 STREET                       ,30 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3653447,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-04-25T00:00:00.000,15:00,MANHATTAN,10012,40.72235,-73.99327,"(40.72235, -73.99327)",BOWERY                          ,PRINCE STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3660747,Sedan,Convertible,,,
2017-04-16T00:00:00.000,9:30,BROOKLYN,11229,40.5983,-73.94149,"(40.5983, -73.94149)",AVENUE V                        ,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3652225,Sedan,,,,
2017-05-05T00:00:00.000,7:00,MANHATTAN,10033,40.85206,-73.934784,"(40.85206, -73.934784)",WEST 184 STREET                 ,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,,,,,3663795,Sedan,,,,
2017-04-25T00:00:00.000,11:29,,,,,,GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unsafe Lane Changing,,,,3657640,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-04-17T00:00:00.000,11:00,,,,,,,,VERMONT PLACE                           ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3652435,Sedan,,,,
2017-05-09T00:00:00.000,8:00,,,40.788788,-73.78443,"(40.788788, -73.78443)",CROSS ISLAND PARKWAY            ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3666570,Sedan,Garbage or Refuse,,,
2017-05-04T00:00:00.000,5:15,,,40.73632,-73.85631,"(40.73632, -73.85631)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3663266,Sedan,,,,
2017-05-01T00:00:00.000,15:35,MANHATTAN,10031,40.822643,-73.953224,"(40.822643, -73.953224)",BROADWAY                        ,WEST 139 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3661105,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-05-03T00:00:00.000,16:30,BROOKLYN,11238,40.674664,-73.97025,"(40.674664, -73.97025)",,,10        GRAND ARMY PLAZA              ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3662750,Station Wagon/Sport Utility Vehicle,Taxi,,,
2017-04-14T00:00:00.000,16:35,BROOKLYN,11223,40.609985,-73.96239,"(40.609985, -73.96239)",AVENUE P                        ,CONEY ISLAND AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3651208,Sedan,Sedan,,,
2017-04-25T00:00:00.000,17:08,BRONX,10467,40.8678,-73.86251,"(40.8678, -73.86251)",ARNOW AVENUE                    ,MATTHEWS AVENUE,,4,0,0,0,0,0,4,0,Traffic Control Disregarded,Unspecified,,,,3657637,Sedan,Sedan,,,
2017-04-15T00:00:00.000,18:25,,,40.76588,-73.99464,"(40.76588, -73.99464)",11 AVENUE                       ,,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,3652576,Sedan,Sedan,,,
2018-07-23T00:00:00.000,10:30,,,,,,HARLEM RIVER DRIVE              ,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3948226,Sedan,Sedan,,,
2018-02-17T00:00:00.000,18:50,,,40.75837,-201.23706,"(40.75837, -201.23706)",QUEENSBORO BRIDGE UPPER ROADWAY ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3849177,Taxi,Sedan,,,
2017-04-24T00:00:00.000,8:30,QUEENS,11369,40.76197,-73.86917,"(40.76197, -73.86917)",,,100-09    ASTORIA BOULEVARD             ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3656318,Pick-up Truck,Taxi,,,
2017-05-06T00:00:00.000,17:35,,,40.845024,-73.92632,"(40.845024, -73.92632)",CROSS BRONX EXPY                ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3664715,Taxi,Sedan,,,
2017-04-24T00:00:00.000,19:50,MANHATTAN,10007,40.713135,-74.00407,"(40.713135, -74.00407)",CENTRE STREET                   ,CHAMBERS STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3656990,Pick-up Truck,Sedan,,,
2017-05-10T00:00:00.000,7:45,QUEENS,11369,40.758694,-73.87345,"(40.758694, -73.87345)",32 AVENUE                       ,95 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3668192,Sedan,Bus,,,
2017-05-06T00:00:00.000,17:30,MANHATTAN,10033,40.848736,-73.93234,"(40.848736, -73.93234)",AUDUBON AVENUE                  ,WEST 181 STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3666251,tower,Sedan,,,
2017-04-26T00:00:00.000,13:30,QUEENS,11423,40.7074,-73.771614,"(40.7074, -73.771614)",,,102-27    186 STREET                    ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3657954,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-05-05T00:00:00.000,16:10,MANHATTAN,10026,40.798126,-73.94832,"(40.798126, -73.94832)",WEST 112 STREET                 ,5 AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3665654,Taxi,,,,
2017-05-06T00:00:00.000,11:56,MANHATTAN,10018,40.75469,-73.993484,"(40.75469, -73.993484)",,,349       WEST 37 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3665199,Sedan,Box Truck,,,
2017-05-03T00:00:00.000,8:40,QUEENS,11365,40.73811,-73.78942,"(40.73811, -73.78942)",184 STREET                      ,64 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3662704,Sedan,Sedan,,,
2017-04-21T00:00:00.000,9:00,,,40.757393,-73.93547,"(40.757393, -73.93547)",24 STREET                       ,,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,3655414,Taxi,Sedan,,,
2017-05-02T00:00:00.000,9:25,,,,,,MATTHEWSON ROAD                 ,RICHMAN PLAZA,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3661510,Bus,Bus,,,
2017-05-06T00:00:00.000,12:27,QUEENS,11429,40.70768,-73.74512,"(40.70768, -73.74512)",110 AVENUE                      ,212 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3664315,Sedan,Pick-up Truck,,,
2017-05-08T00:00:00.000,9:00,QUEENS,11370,40.773808,-73.8929,"(40.773808, -73.8929)",19 AVENUE                       ,HAZEN STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3665829,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-28T00:00:00.000,17:45,QUEENS,11421,40.69283,-73.85468,"(40.69283, -73.85468)",90 STREET                       ,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,3659470,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,
2017-04-19T00:00:00.000,4:15,,,,,,BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3654304,Sedan,,,,
2017-05-02T00:00:00.000,10:00,BROOKLYN,11209,40.62214,-74.02567,"(40.62214, -74.02567)",85 STREET                       ,5 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3662015,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-05-06T00:00:00.000,0:35,BRONX,10465,40.826797,-73.82237,"(40.826797, -73.82237)",EAST TREMONT AVENUE             ,DILL PLACE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3664010,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-05-02T00:00:00.000,14:45,,,40.675827,-73.817276,"(40.675827, -73.817276)",ROCKAWAY BOULEVARD              ,121 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3662273,Sedan,,,,
2017-04-28T00:00:00.000,7:45,,,40.713596,-73.85964,"(40.713596, -73.85964)",WOODHAVEN BOULEVARD             ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3658945,Sedan,Sedan,,,
2017-04-20T00:00:00.000,13:20,MANHATTAN,10025,40.79335,-73.97275,"(40.79335, -73.97275)",BROADWAY                        ,WEST 94 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3654666,Sedan,Taxi,,,
2017-04-15T00:00:00.000,4:30,BROOKLYN,11208,40.67415,-73.88068,"(40.67415, -73.88068)",,,2481      PITKIN AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3651150,Sedan,,,,
2017-04-25T00:00:00.000,7:00,QUEENS,11101,40.740364,-73.94956,"(40.740364, -73.94956)",,,21-10     BORDEN AVENUE                 ,0,0,0,0,0,0,0,0,Oversized Vehicle,Following Too Closely,,,,3657807,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-04-28T00:00:00.000,1:00,MANHATTAN,10012,40.72495,-73.99492,"(40.72495, -73.99492)",EAST HOUSTON STREET             ,MULBERRY STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3659461,Sedan,Sedan,,,
2017-04-30T00:00:00.000,19:07,QUEENS,11421,40.690098,-73.86113,"(40.690098, -73.86113)",,,80-66     88 AVENUE                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3660664,Station Wagon/Sport Utility Vehicle,,,,
2017-04-23T00:00:00.000,21:40,,,40.84921,-73.90011,"(40.84921, -73.90011)",WEBSTER AVENUE                  ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3656764,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-28T00:00:00.000,13:30,MANHATTAN,10001,40.74959,-74.00279,"(40.74959, -74.00279)",WEST 26 STREET                  ,10 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3660763,Sedan,Carry All,,,
2017-05-01T00:00:00.000,16:30,,,,,,MYRTLE AVENUE                   ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3661651,Sedan,Sedan,,,
2017-05-07T00:00:00.000,14:20,BROOKLYN,11236,40.638363,-73.900116,"(40.638363, -73.900116)",EAST 93 STREET                  ,AVENUE K,,1,0,0,0,0,0,1,0,Aggressive Driving/Road Rage,Unspecified,,,,3665488,Sedan,Sedan,,,
2017-05-01T00:00:00.000,9:10,BRONX,10458,40.85681,-73.89818,"(40.85681, -73.89818)",VALENTINE AVENUE                ,EAST 183 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3660817,Taxi,Station Wagon/Sport Utility Vehicle,,,
2017-05-05T00:00:00.000,11:35,BRONX,10468,,,,EAST BEDFORD PARK BOULEVARD     ,JEROME AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3664081,Sedan,,,,
2017-04-19T00:00:00.000,14:50,,,40.71153,-73.95504,"(40.71153, -73.95504)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3653790,Station Wagon/Sport Utility Vehicle,Box Truck,,,
2017-04-16T00:00:00.000,16:45,BROOKLYN,11234,40.588852,-73.89942,"(40.588852, -73.89942)",,,3260      FLATBUSH AVENUE               ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3652710,Sedan,Bike,,,
2017-04-27T00:00:00.000,10:15,BROOKLYN,11205,40.693516,-73.96499,"(40.693516, -73.96499)",RYERSON STREET                  ,MYRTLE AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,Unspecified,,,3658486,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
2017-04-15T00:00:00.000,14:00,BROOKLYN,11235,40.594387,-73.93543,"(40.594387, -73.93543)",,,3061      AVENUE X                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3652041,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-04-18T00:00:00.000,10:45,STATEN ISLAND,10312,40.533882,-74.16231,"(40.533882, -74.16231)",WOODS OF ARDEN ROAD             ,SHIRLEY AVENUE,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,3653500,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-28T00:00:00.000,15:20,,,40.86913,-73.89582,"(40.86913, -73.89582)",PARKVIEW TERRACE                ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3659163,Pick-up Truck,Sedan,,,
2017-04-23T00:00:00.000,20:45,,,40.669476,-73.919975,"(40.669476, -73.919975)",HOWARD AVENUE                   ,,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3656496,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-05-06T00:00:00.000,10:53,MANHATTAN,10019,40.761192,-73.98549,"(40.761192, -73.98549)",,,252       WEST 49 STREET                ,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,3664269,Van,Bus,,,
2017-05-02T00:00:00.000,16:51,STATEN ISLAND,10308,40.551563,-74.1453,"(40.551563, -74.1453)",AMBOY ROAD                      ,GREAT KILLS ROAD,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3662041,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-17T00:00:00.000,18:22,,,40.772415,-73.97874,"(40.772415, -73.97874)",TRANSVERSE ROAD NUMBER ONE      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3652638,Sedan,Taxi,,,
2017-05-03T00:00:00.000,12:00,,,40.594616,-73.99743,"(40.594616, -73.99743)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3663890,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-04-22T00:00:00.000,0:45,,,40.8746,-73.9097,"(40.8746, -73.9097)",BROADWAY                        ,WEST 225 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3656535,Pick-up Truck,Sedan,,,
2017-04-17T00:00:00.000,9:30,,,40.70731,-73.764626,"(40.70731, -73.764626)",104 AVENUE                      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3652778,Sedan,,,,
2017-05-02T00:00:00.000,18:00,QUEENS,11375,40.721676,-73.835976,"(40.721676, -73.835976)",GRAND CENTRAL PARKWAY           ,72 ROAD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,Unspecified,,3661721,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,
2017-04-27T00:00:00.000,18:00,STATEN ISLAND,10309,40.542965,-74.21845,"(40.542965, -74.21845)",BLOOMINGDALE ROAD               ,MASON BOULEVARD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,3660324,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-04-28T00:00:00.000,23:45,MANHATTAN,10034,40.864697,-73.91965,"(40.864697, -73.91965)",,,135       POST AVENUE                   ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3660992,Sedan,Sedan,,,
2017-04-25T00:00:00.000,11:00,,,40.87584,-73.90314,"(40.87584, -73.90314)",WEST 230 STREET                 ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3657349,Sedan,,,,
